,customer_id,customer_name,phone_number,message,extracted_date
1342,5,Robert White,9907024375,"Greetings, Your SIP of 23/10/2024 for Rs.2031.87 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.864.subject to realisation.Mirae Asset MF",2024-10-23
1344,5,Robert White,9907024375,Spent Rs.10840 On IDBI Bank Card 4219 At BENDER LTD. On 2024-11-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-11-03
1367,5,Robert White,9907024375,"Greetings, Your SIP of 22/11/2024 for Rs.2697.66 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 44.236.subject to realisation.Mirae Asset MF",2024-11-22
1369,5,Robert White,9907024375,"Spent Rs.8140 On IDBI Bank Card 4219 At HERNANDEZ, ANDERSON AND JOHNSON. On 2024-12-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-12-04
1371,5,Robert White,9907024375,"Alert! Premium of Rs. 26645.29 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
1393,5,Robert White,9907024375,"Greetings, Your SIP of 22/12/2024 for Rs.4653.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.399.subject to realisation.Mirae Asset MF",2024-12-22
1394,5,Robert White,9907024375,Spent Rs.13788 On IDBI Bank Card 4219 At SCHROEDER AND SONS. On 2024-12-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-12-31
1417,5,Robert White,9907024375,"Greetings, Your SIP of 21/01/2025 for Rs.1902.28 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.682.subject to realisation.Mirae Asset MF",2025-01-21
1419,5,Robert White,9907024375,Spent Rs.5883 On IDBI Bank Card 4219 At ARNOLD-LAMB. On 2025-01-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-01-27
1442,5,Robert White,9907024375,"Greetings, Your SIP of 20/02/2025 for Rs.2024.85 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.176.subject to realisation.Mirae Asset MF",2025-02-20
1443,5,Robert White,9907024375,"Spent Rs.3030 On IDBI Bank Card 4219 At TURNER, HURST AND PERRY. On 2025-02-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2025-02-21
1466,5,Robert White,9907024375,"Greetings, Your SIP of 22/03/2025 for Rs.3494.39 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 12.057.subject to realisation.Mirae Asset MF",2025-03-22
1468,5,Robert White,9907024375,Spent Rs.5834 On IDBI Bank Card 4219 At WILSON-ANDERSON. On 2025-03-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-03-24
1491,5,Robert White,9907024375,"Greetings, Your SIP of 21/04/2025 for Rs.1685.32 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.350.subject to realisation.Mirae Asset MF",2025-04-21
1493,5,Robert White,9907024375,Spent Rs.12054 On IDBI Bank Card 4219 At HARRISON LTD. On 2025-04-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-04-23
1516,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 26/05/2024 for Rs.2635.27 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 48.427.subject to realisation.Mirae Asset MF",2024-05-26
1518,6,Matthew Wilson,9443171552,Spent Rs.4527 On SBI Card 0897 At VEGA PLC. On 2024-06-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-06-03
1520,6,Matthew Wilson,9443171552,"Alert! Premium of Rs. 17747.00 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your SBI, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
1542,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 25/06/2024 for Rs.3934.53 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.356.subject to realisation.Mirae Asset MF",2024-06-25
1543,6,Matthew Wilson,9443171552,Spent Rs.12636 On SBI Card 0897 At RAMIREZ GROUP. On 2024-07-07:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-07-07
1566,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 25/07/2024 for Rs.1405.03 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.244.subject to realisation.Mirae Asset MF",2024-07-25
1568,6,Matthew Wilson,9443171552,Spent Rs.9210 On SBI Card 0897 At JOHNSON PLC. On 2024-08-08:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-08-08
1591,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 24/08/2024 for Rs.4336.1 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 27.660.subject to realisation.Mirae Asset MF",2024-08-24
1593,6,Matthew Wilson,9443171552,Spent Rs.7195 On SBI Card 0897 At GILBERT LTD. On 2024-08-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-08-31
1616,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 23/09/2024 for Rs.4103.78 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.699.subject to realisation.Mirae Asset MF",2024-09-23
1618,6,Matthew Wilson,9443171552,"Spent Rs.7601 On SBI Card 0897 At GONZALES, BOWERS AND JACKSON. On 2024-09-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-09-27
1641,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 23/10/2024 for Rs.3078.08 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.009.subject to realisation.Mirae Asset MF",2024-10-23
1642,6,Matthew Wilson,9443171552,Spent Rs.9596 On SBI Card 0897 At STONE-GREEN. On 2024-10-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-10-26
1665,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 22/11/2024 for Rs.1899.15 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 38.204.subject to realisation.Mirae Asset MF",2024-11-22
1667,6,Matthew Wilson,9443171552,"Spent Rs.506 On SBI Card 0897 At SMITH, PEREZ AND COX. On 2024-11-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-11-24
1669,6,Matthew Wilson,9443171552,"Alert! Premium of Rs. 19691.76 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your SBI, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
1691,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 22/12/2024 for Rs.4453.52 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.942.subject to realisation.Mirae Asset MF",2024-12-22
1693,6,Matthew Wilson,9443171552,"Spent Rs.3789 On SBI Card 0897 At ROJAS, MOORE AND SIMPSON. On 2024-12-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-12-23
1716,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 21/01/2025 for Rs.1404.73 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 16.389.subject to realisation.Mirae Asset MF",2025-01-21
1718,6,Matthew Wilson,9443171552,Spent Rs.10304 On SBI Card 0897 At LITTLE AND SONS. On 2025-01-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-01-23
1741,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 20/02/2025 for Rs.3858.8 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.158.subject to realisation.Mirae Asset MF",2025-02-20
1743,6,Matthew Wilson,9443171552,Spent Rs.2568 On SBI Card 0897 At ATKINSON LLC. On 2025-03-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-03-01
1766,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 22/03/2025 for Rs.3090.04 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 30.623.subject to realisation.Mirae Asset MF",2025-03-22
1768,6,Matthew Wilson,9443171552,Spent Rs.3928 On SBI Card 0897 At BLACK-CARPENTER. On 2025-03-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-03-30
1791,6,Matthew Wilson,9443171552,"Greetings, Your SIP of 21/04/2025 for Rs.2742.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 29.345.subject to realisation.Mirae Asset MF",2025-04-21
1792,6,Matthew Wilson,9443171552,Spent Rs.7996 On SBI Card 0897 At LEE PLC. On 2025-04-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-04-25
1815,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 26/05/2024 for Rs.3637.22 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 23.284.subject to realisation.Mirae Asset MF",2024-05-26
1817,7,Brenda Harvey,9299942542,"Spent Rs.1154 On SBI Card 1347 At KELLY, ALLISON AND HOLLOWAY. On 2024-06-07:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-06-07
1819,7,Brenda Harvey,9299942542,"Alert! Premium of Rs. 26774.69 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your SBI, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
1841,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 25/06/2024 for Rs.663.84 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.092.subject to realisation.Mirae Asset MF",2024-06-25
1842,7,Brenda Harvey,9299942542,Spent Rs.3226 On SBI Card 1347 At SERRANO-HILL. On 2024-07-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-02
1865,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 25/07/2024 for Rs.3270.11 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 47.713.subject to realisation.Mirae Asset MF",2024-07-25
1867,7,Brenda Harvey,9299942542,"Spent Rs.6183 On SBI Card 1347 At HARRISON, FOX AND PATTERSON. On 2024-07-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-07-31
1890,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 24/08/2024 for Rs.2999.33 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.549.subject to realisation.Mirae Asset MF",2024-08-24
1891,7,Brenda Harvey,9299942542,Spent Rs.10541 On SBI Card 1347 At BRYANT PLC. On 2024-09-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-09-01
1914,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 23/09/2024 for Rs.1405.33 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.561.subject to realisation.Mirae Asset MF",2024-09-23
1916,7,Brenda Harvey,9299942542,"Spent Rs.10902 On SBI Card 1347 At GONZALEZ, HAYES AND PATEL. On 2024-09-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-09-26
1939,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 23/10/2024 for Rs.1013.24 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.609.subject to realisation.Mirae Asset MF",2024-10-23
1941,7,Brenda Harvey,9299942542,Spent Rs.6072 On SBI Card 1347 At CASTILLO-BRENNAN. On 2024-11-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-11-05
1964,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 22/11/2024 for Rs.2857.52 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 30.914.subject to realisation.Mirae Asset MF",2024-11-22
1966,7,Brenda Harvey,9299942542,Spent Rs.10139 On SBI Card 1347 At STEWART GROUP. On 2024-11-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-11-30
1968,7,Brenda Harvey,9299942542,"Alert! Premium of Rs. 19014.28 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your SBI, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
1990,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 22/12/2024 for Rs.3299.3 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 46.151.subject to realisation.Mirae Asset MF",2024-12-22
1991,7,Brenda Harvey,9299942542,"Spent Rs.13432 On SBI Card 1347 At COFFEY, JENNINGS AND STONE. On 2024-12-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-12-31
2014,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 21/01/2025 for Rs.2607.26 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.074.subject to realisation.Mirae Asset MF",2025-01-21
2016,7,Brenda Harvey,9299942542,Spent Rs.4100 On SBI Card 1347 At MILLER GROUP. On 2025-01-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-23
2039,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 20/02/2025 for Rs.4714.43 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 27.917.subject to realisation.Mirae Asset MF",2025-02-20
2041,7,Brenda Harvey,9299942542,Spent Rs.4373 On SBI Card 1347 At HOPKINS PLC. On 2025-02-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-02-28
2064,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 22/03/2025 for Rs.3802.34 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 48.749.subject to realisation.Mirae Asset MF",2025-03-22
2066,7,Brenda Harvey,9299942542,Spent Rs.1389 On SBI Card 1347 At BRUCE-MORGAN. On 2025-03-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-22
2089,7,Brenda Harvey,9299942542,"Greetings, Your SIP of 21/04/2025 for Rs.3914.13 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 31.532.subject to realisation.Mirae Asset MF",2025-04-21
2090,7,Brenda Harvey,9299942542,Spent Rs.1742 On SBI Card 1347 At LOVE-WHITE. On 2025-04-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-23
2113,8,Ivan Walker,9818675706,"Greetings, Your SIP of 26/05/2024 for Rs.1225.52 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 31.996.subject to realisation.Mirae Asset MF",2024-05-26
2115,8,Ivan Walker,9818675706,"Spent Rs.8595 On Kotak Bank Card 1347 At MARTINEZ, MARSHALL AND SILVA. On 2024-06-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-06-03
2117,8,Ivan Walker,9818675706,"Alert! Premium of Rs. 23140.60 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Kotak Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
2139,8,Ivan Walker,9818675706,"Greetings, Your SIP of 25/06/2024 for Rs.2119.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.305.subject to realisation.Mirae Asset MF",2024-06-25
2140,8,Ivan Walker,9818675706,"Spent Rs.14331 On Kotak Bank Card 1347 At YOUNG, MARTINEZ AND CHANEY. On 2024-06-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-06-25
2163,8,Ivan Walker,9818675706,"Greetings, Your SIP of 25/07/2024 for Rs.4564.72 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 30.309.subject to realisation.Mirae Asset MF",2024-07-25
2165,8,Ivan Walker,9818675706,Spent Rs.9641 On Kotak Bank Card 1347 At WILLIAMS GROUP. On 2024-07-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-25
2188,8,Ivan Walker,9818675706,"Greetings, Your SIP of 24/08/2024 for Rs.2202.42 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 26.400.subject to realisation.Mirae Asset MF",2024-08-24
2189,8,Ivan Walker,9818675706,"Spent Rs.8783 On Kotak Bank Card 1347 At VALDEZ, BURGESS AND CONTRERAS. On 2024-09-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-09-05
2212,8,Ivan Walker,9818675706,"Greetings, Your SIP of 23/09/2024 for Rs.2151.55 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.629.subject to realisation.Mirae Asset MF",2024-09-23
2214,8,Ivan Walker,9818675706,"Spent Rs.3840 On Kotak Bank Card 1347 At BECKER, SMITH AND HAYNES. On 2024-10-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-10-03
2237,8,Ivan Walker,9818675706,"Greetings, Your SIP of 23/10/2024 for Rs.4293.43 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.068.subject to realisation.Mirae Asset MF",2024-10-23
2238,8,Ivan Walker,9818675706,Spent Rs.12479 On Kotak Bank Card 1347 At GARCIA-WILLIAMS. On 2024-10-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-10-23
2261,8,Ivan Walker,9818675706,"Greetings, Your SIP of 22/11/2024 for Rs.3119.29 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.198.subject to realisation.Mirae Asset MF",2024-11-22
2263,8,Ivan Walker,9818675706,"Spent Rs.2691 On Kotak Bank Card 1347 At DAVIS, BROWN AND LOPEZ. On 2024-11-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-11-28
2265,8,Ivan Walker,9818675706,"Alert! Premium of Rs. 10949.35 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Kotak Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
2287,8,Ivan Walker,9818675706,"Greetings, Your SIP of 22/12/2024 for Rs.2348.58 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 49.980.subject to realisation.Mirae Asset MF",2024-12-22
2289,8,Ivan Walker,9818675706,Spent Rs.7258 On Kotak Bank Card 1347 At LEE LLC. On 2024-12-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-25
2312,8,Ivan Walker,9818675706,"Greetings, Your SIP of 21/01/2025 for Rs.1001.67 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.036.subject to realisation.Mirae Asset MF",2025-01-21
2314,8,Ivan Walker,9818675706,Spent Rs.14297 On Kotak Bank Card 1347 At SMITH GROUP. On 2025-01-20:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-20
2337,8,Ivan Walker,9818675706,"Greetings, Your SIP of 20/02/2025 for Rs.4406.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.367.subject to realisation.Mirae Asset MF",2025-02-20
